ID,ACH Linear Fit,R Square Linear Fit,Date,Total Data Point,Index to slice,Id
20,2.326984468,0.967064695,5/18/2023,106,0,A7
20,2.3839664,0.982329855,5/4/2023,107,0,A7
22,4.433684126,0.987613579,1/12/2023,32,0,A8
22,4.977326358,0.970222835,1/26/2023,33,0,A8
22,4.57180306,0.987678293,2/23/2023,37,0,A8
22,4.936365684,0.980738471,2/9/2023,37,0,A8
22,5.286876043,0.992799635,3/23/2023,38,0,A8
22,3.325728993,0.951196332,4/6/2023,63,59,A8
22,4.013801548,0.963728197,4/27/2023,70,42,A8
22,2.785735414,0.960956184,5/11/2023,77,53,A8
22,3.78809501,0.959170421,5/18/2023,80,68,A8
22,3.148568721,0.952850347,5/4/2023,55,0,A8
33,8.539501074,0.957220794,1/12/2023,22,0,A9
33,2.00921957,0.965567253,12/22/2022,79,62,A9
33,2.199479006,0.958877946,2/23/2023,86,0,A9
33,4.190862169,0.96300204,2/9/2023,53,35,A9
33,3.880621473,0.947025382,3/9/2023,44,32,A9
33,2.397337674,0.983322724,4/6/2023,97,0,A9
33,2.80768573,0.979081915,4/20/2023,138,69,A9
33,2.009834401,0.960663036,5/11/2023,136,0,A9
33,1.945925068,0.96044883,5/18/2023,145,0,A9
33,4.682912474,0.988315588,5/4/2023,119,44,A9
34,2.128439593,0.989680941,1/12/2023,134,0,A10
34,2.615687261,0.992852834,1/26/2023,107,0,A10
34,0.290826944,0.993173275,12/18/2022,631,0,A10
34,2.50778793,0.985222018,2/23/2023,125,0,A10
34,2.631715085,0.992275854,2/9/2023,112,0,A10
34,2.083036727,0.982376794,3/9/2023,128,0,A10
34,1.67337122,0.988963765,3/23/2023,150,0,A10
34,1.679684386,0.97072926,4/6/2023,145,0,A10
34,1.530412645,0.962698088,5/11/2023,121,0,A10
34,3.333651868,0.905201919,5/18/2023,168,46,A10
34,2.463243535,0.981428537,5/4/2023,106,0,A10
39,0.345454852,0.975407594,1/12/2023,745,0,B1
39,0.385530413,0.990335863,1/26/2023,679,0,B1
39,0.308366042,0.998117719,12/5/2022,1036,698,B1
39,0.327813717,0.993279395,12/22/2022,831,0,B1
39,0.325885982,0.984370325,2/23/2023,716,0,B1
39,0.433179564,0.973929213,2/9/2023,331,0,B1
39,4.009097153,0.993742593,3/9/2023,58,0,B1
39,0.346434576,0.952307104,4/6/2023,677,0,B1
39,0.252224785,0.961538746,5/11/2023,974,0,B1
39,0.507604558,0.954914652,5/18/2023,663,499,B1
40,0.547392222,0.960262649,1/26/2023,383,0,B2
40,0.568244436,0.991009749,12/5/2022,422,0,B2
40,0.427964999,0.995154453,12/22/2022,430,0,B2
40,0.387529509,0.983447734,2/23/2023,384,0,B2
40,0.742173805,0.963373639,3/9/2023,189,0,B2
41,2.327490824,0.975657258,2/21/2023,68,0,B3
41,0.956132596,0.983977386,2/23/2023,162,0,B3
41,0.897930135,0.991805495,3/9/2023,223,0,B3
42,0.309395635,0.98629081,2/23/2023,611,0,B4
42,0.263926001,0.985050267,4/20/2023,633,0,B4
42,0.266156384,0.989681588,5/11/2023,450,0,B4
43,0.234345522,0.984791111,2/23/2023,796,0,B5
43,0.283612697,0.989251765,3/9/2023,630,0,B5
43,0.267857636,0.950713472,4/6/2023,688,0,B5
44,0.275802737,0.984492401,3/9/2023,677,0,B6
44,0.210211079,0.984238374,4/6/2023,746,0,B6
44,0.228498282,0.973250929,4/20/2023,881,503,B6
44,0.174544275,0.951574445,5/11/2023,962,0,B6
44,1.824761799,0.927559568,5/18/2023,558,56,B6
45,0.373385434,0.97263031,2/23/2023,441,0,B7
45,0.777642113,0.902022372,4/20/2023,440,186,B7
45,1.182936973,0.948905859,5/11/2023,369,119,B7
46,0.248136418,0.954819311,2/23/2023,649,0,B8
46,0.410648747,0.940240759,2/3/2023,490,192,B8
46,0.300135679,0.98544675,3/9/2023,558,0,B8
47,0.359343989,0.979741395,2/3/2023,245,0,B9
47,1.121889024,0.915585767,4/6/2023,782,110,B9
47,0.790810082,0.902856201,4/20/2023,629,95,B9
47,2.045582994,0.982526644,5/18/2023,92,0,B9
