ID,ACH Linear Fit,R Square Linear Fit,Date,Total Data Point,Index to slice,Id
47,3.969929994,0.988369603,5/12/2023,51,0,B9
47,2.763545701,0.950054617,5/5/2023,79,61,B9
10,3.92834858,0.993320285,4/7/2023,66,0,A1
14,5.468645234,0.967549092,4/7/2023,65,0,A2
15,6.161422095,0.993607668,4/7/2023,42,0,A3
16,2.946924391,0.952319566,4/7/2023,60,0,A4
18,3.975683132,0.994515187,4/7/2023,70,0,A5
20,3.929207092,0.990795633,4/7/2023,64,0,A7
33,3.898461007,0.970448477,4/7/2023,73,0,A9
34,5.434400224,0.992626248,4/7/2023,48,0,A10
39,2.503102928,0.991698786,4/7/2023,102,0,B1
40,1.801818883,0.953654162,4/7/2023,111,0,B2
41,6.524507689,0.9939751,4/7/2023,36,0,B3
42,2.093498336,0.978807974,4/7/2023,85,0,B4
45,2.429956739,0.972544273,4/7/2023,82,0,B7
46,1.793860429,0.961187228,4/7/2023,118,56,B8
47,2.772661078,0.976284096,4/7/2023,59,0,B9
