ID,ACH Exponetial Fit,R Sqaure Exponetial Fit,ACH Linear Fit,R Square Linear Fit,Date,Diff ACH,Id
43,0.446677813,0.886953759,0.225064909,0.901880902,4/20/2023,0.221612904,B5
43,0.240210664,0.485766438,0.188404245,0.909607702,5/11/2023,0.051806419,B5
44,0.286037844,0.972011189,0.275802737,0.984492401,3/9/2023,0.010235107,B6
44,0.221763083,0.988716474,0.210211079,0.984238374,4/6/2023,0.011552004,B6
44,0.224273966,0.965742434,0.166881835,0.938820208,4/20/2023,0.057392131,B6
44,0.212372382,0.983812096,0.174544275,0.951574445,5/11/2023,0.037828107,B6
45,0.346368193,0.96258803,0.373385434,0.97263031,2/23/2023,0.027017241,B7
45,0.274073332,0.864663064,0.325613681,0.943185231,2/3/2023,0.051540349,B7
45,0.986132093,0.884383371,0.400224958,0.928171449,4/6/2023,0.585907135,B7
45,2.808354347,0.971423516,2.429956739,0.972544273,4/7/2023,0.378397608,B7
45,1.04581539,0.943361633,0.375339436,0.857356098,4/20/2023,0.670475954,B7
45,1.391763988,0.912119424,0.455685531,0.876526609,5/11/2023,0.936078458,B7
46,0.294530238,0.825024234,0.248136418,0.954819311,2/23/2023,0.04639382,B8
46,0.320191278,0.925157264,0.234145146,0.932302524,2/3/2023,0.086046132,B8
46,0.313502809,0.990200725,0.300135679,0.98544675,3/9/2023,0.01336713,B8
47,0.726275375,0.878620059,1.015810021,0.943402643,2/23/2023,0.289534646,B9
47,0.360662013,0.980839751,0.359343989,0.979741395,2/3/2023,0.001318024,B9
47,3.306444447,0.980391533,2.772661076,0.976284096,4/7/2023,0.533783371,B9
47,2.134321747,0.986815574,2.045582994,0.982526644,5/18/2023,0.088738753,B9
10,2.209095789,0.948674431,1.750512922,0.941137542,12/18/2022,0.458582867,A1
14,3.322593229,0.931936068,2.477816484,0.97297524,5/18/2023,0.844776745,A2
15,3.054997787,0.98647927,2.440476865,0.987573085,5/4/2023,0.614520922,A3
16,2.934726116,0.970472926,2.21370755,0.962845945,1/26/2023,0.721018566,A4
16,3.700181667,0.95861988,2.874459898,0.950177231,2/23/2023,0.82572177,A4
16,3.359880513,0.970380754,2.714223098,0.961023454,2/9/2023,0.645657415,A4
16,3.078704511,0.96291447,2.298885738,0.954421332,4/6/2023,0.779818773,A4
18,4.146866542,0.977961846,3.185095859,0.990053527,1/26/2023,0.961770683,A5
19,3.857327346,0.992600973,3.433596511,0.982899574,3/9/2023,0.423730834,A6
20,2.945486284,0.98756521,2.433167001,0.989424693,5/11/2023,0.512319283,A7
22,2.93057494,0.949150078,1.995295391,0.885102398,3/9/2023,0.935279548,A8
22,3.812402535,0.988685974,3.700332216,0.985299725,5/11/2023,0.112070318,A8
22,4.608148224,0.990359,4.502581848,0.989857815,5/4/2023,0.105566376,A8
33,4.796526991,0.966572559,3.880621474,0.947025382,3/9/2023,0.915905517,A9
33,3.616105945,0.955304467,2.963143292,0.980143207,4/6/2023,0.652962654,A9
33,3.480346929,0.965827812,2.588736747,0.98881469,5/18/2023,0.891610182,A9
33,5.953937595,0.987125307,5.192251702,0.992416838,5/4/2023,0.761685893,A9
34,3.685202171,0.940702307,2.724958077,0.975059248,5/4/2023,0.960244094,A10
44,2.120065983,0.91930029,1.824761799,0.927559568,5/18/2023,0.295304183,B6
46,1.957067728,0.970761109,1.99417139,0.971306128,4/7/2023,0.037103662,B8
47,1.597685994,0.828635995,1.121889022,0.915585767,4/6/2023,0.475796972,B9
47,0.871883335,0.911183405,0.790810084,0.902856201,4/20/2023,0.081073251,B9
14,3.750621039,0.8946957,2.422837128,0.925937283,11/28/2023,1.327783912,A2
14,4.923410952,0.930872199,3.541809153,0.969897087,2/9/2023,1.381601799,A2
16,3.592809893,0.970603005,2.388332163,0.943990877,3/9/2023,1.20447773,A4
16,4.47710668,0.98344987,3.447548486,0.965130124,4/7/2023,1.029558194,A4
16,4.204846255,0.984160409,2.749200798,0.936291878,5/11/2023,1.455645457,A4
16,4.523657745,0.974258088,3.160820691,0.945606769,5/4/2023,1.362837054,A4
19,0.256992753,0.682936126,0.240375216,0.662211736,12/11/2022,0.016617537,A6
22,4.814874706,0.990588482,3.641830381,0.965529675,4/6/2023,1.173044325,A8
22,5.049953234,0.988315944,4.01380155,0.963728197,4/27/2023,1.036151684,A8
22,5.122326948,0.995933261,3.788095008,0.959170421,5/18/2023,1.33423194,A8
33,1.428889385,0.897905625,1.040466863,0.890556319,12/18/2022,0.388422522,A9
33,4.103370945,0.970489467,2.869621366,0.977833674,4/20/2023,1.233749579,A9
33,3.843951551,0.963573725,2.514685597,0.980810379,5/11/2023,1.329265953,A9
34,3.90111671,0.980509071,2.702140264,0.987486015,2/23/2023,1.198976446,A10
42,1.060224239,0.644151431,0.959851909,0.659345447,5/4/2023,0.10037233,B4
43,1.544698511,0.769889915,0.770735745,0.694307114,5/18/2023,0.773962766,B5
44,0.3172892,0.826275707,0.368111393,0.818000654,2/23/2023,0.050822193,B6
44,2.7358995,0.783686001,1.894459926,0.886040091,4/7/2023,0.841439573,B6
46,0.42978396,0.580820337,0.40322497,0.68907466,5/11/2023,0.02655899,B8
46,0.615977325,0.890608135,0.629265985,0.875042722,5/18/2023,0.013288659,B8
47,1.118808922,0.551356416,0.461091019,0.7893387,5/11/2023,0.657717903,B9
